id,"Suit Obsession/Color","Graphics","Scrawls","Phase","Obsession","Specialty","Vibes","Location","Headgear Accessory","Accessory","Totem","Creature/Plant","Suit","Sanity","Headgear","Looks Rare","Ambition","Bane","Mood","Desire","Graphic","Suit Style/Color","Suit Accessory","Backpack","Style"
0351,"Solid","Glass Womb","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Kreegal Cloak","None","Korkhead","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0352,"Solid","Wings","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
0353,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Gutter Shirt","None","Baghead","None","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0354,"Cap Flag","Cathedral","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0355,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Pitchfork Prongshell","None","Darksight","Tribal","None","None","None","None","None","None","None","Squirrel Pack","None"
0356,"Cap Flag","Lethal","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","Fane","Smocker","None","Darksight","Tribal","None","None","None","None","None","None","Encased Regulator","Plant Buddy","None"
0357,"Solid","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Vayon Worksuit","None","Sock","Junkyard-built","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0358,"Grasslands","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Encased Regulator","Scrapper","None"
0359,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Gutter Shirt","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","The Sink","None"
0036,"Rust","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Platemail","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
0360,"Camouflage","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Prongshell","None","Yawper","Junkyard-built","None","None","None","None","None","None","None","The Sink","None"
0361,"Cap Flag","Gael","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Smocker","None","Darksight","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0362,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Kreegal Cloak","None","Gloamwight","Percussive","None","None","None","None","None","None","Disc Regulator","Squirrel Pack","None"
0363,"Cap Flag","The Man Earlie Expeditionary Society","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Smocker","None","The Scaper","Pistols","None","None","None","None","None","None","Amplifier","Bobpack","None"
0364,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Smocker","None","Astromask","Tribal","None","None","None","None","None","None","Amplifier","Bobpack","None"
0365,"Solid","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Grounder Pounder","None","The Channelrat","None","None","None","None","None","None","None","None","None","None"
0366,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0367,"Solid","Subsurface Miners Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Kreegal Cloak","None","Korkhead","None","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
0368,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Pitchfork Prongshell","None","Yawper","None","None","None","None","None","None","None","None","None","None"
0369,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Gutter Shirt","None","The Clincher","None","None","None","None","None","None","None","None","None","None"
0037,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Kreegal Cloak","None","The Clincher","None","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0370,"Cap Flag","Hyperspec","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0371,"Solid","Deepsatch","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Grounder Pounder","None","Korkhead","None","None","None","None","None","None","None","None","None","None"
0372,"Solid","Topography Society","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Gutter Shirt","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","None","Squirrel Pack","None"
0373,"Solid","Freebooters Flag","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Kreegal Cloak","None","Backstab Squeezebox","Percussive","None","None","None","None","None","None","Industrial Regulator","Scrapper","None"
0374,"Solid","The Transcendentalists","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0375,"Solid","Beshtala-Chanko","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","The Scaper","Pistols","None","None","None","None","None","None","Disc Regulator","Scrapper","None"
0376,"Solid","The Man Earlie Expeditionary Society","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Gutter Shirt","None","Backstab Squeezebox","Percussive","None","None","None","None","None","None","Heavy Duty Regulator","Scrapper","None"
0377,"Solid","Cog Crew","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Kreegal Cloak","None","Korkhead","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0378,"Solid","Cog Crew","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Amplifier","Bobpack","None"
0379,"Solid","House of Ourbous","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0038,"Camouflage","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Prongshell","None","Yawper","None","None","None","None","None","None","None","None","The Sink","None"
0380,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Vayon Worksuit","None","Astromask","Tribal","None","None","None","None","None","None","Utility Vest","Caddypack","None"
0381,"Cap Flag","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Yawper","Pistols","None","None","None","None","None","None","None","None","None"
0382,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","Scrapper","None"
0383,"Solid","Combustible","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Kreegal Cloak","None","Yawper","None","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0384,"Solid","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Prongshell","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","None","Bobpack","None"
0385,"Solid","Mercenary","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","Fane","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Plant Buddy","None"
0386,"Grasslands","Void Drifter","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Smocker","None","Shutters","None","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0387,"Solid","Void Drifter","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Pitchfork Prongshell","None","The Clincher","Pistols","None","None","None","None","None","None","None","The Sink","None"
0388,"Solid","Mercenary","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Gutter Shirt","None","Soup Gagers","None","None","None","None","None","None","None","None","The Sink","None"
0389,"Solid","The Pyramid Order","None","Phase 1","None","None","None","Scablands","Cageyes","Chainflicker","None","None","Prongshell","None","None","Tribal","None","None","None","None","None","None","None","None","None"
0039,"Solid","High Tox","None","Phase 1","None","None","None","Scablands","None","The Slipper","None","None","Kreegal Cloak","None","Boxhead","Melee","None","None","None","None","None","None","None","Squirrel Pack","None"
0390,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Vayon Worksuit","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
0391,"Solid","Beshtala Expatriation Roster","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","The Clincher","Pistols","None","None","None","None","None","None","Amplifier","Squirrel Pack","None"
0392,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Reef Sweeper","None","None","Gutter Shirt","None","Baghead","Melee","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0393,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Soaker","None","None","Grounder Pounder","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","The Sink","None"
0394,"Solid","League of Channel","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Gutter Shirt","None","Baghead","None","None","None","None","None","None","None","None","The Sink","None"
0395,"Solid","Slash Patcher","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","The Channelrat","Pistols","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0396,"Solid","Deepsatch","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Vayon Worksuit","None","Backstab Squeezebox","None","None","None","None","None","None","None","None","The Sink","None"
0397,"Cap Flag","Cross of the Round Style","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Smocker","None","Darksight","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0398,"Solid","Topography Society","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Disc Regulator","Squirrel Pack","None"
0399,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Gutter Shirt","None","Deathshead","Percussive","None","None","None","None","None","None","None","Squirrel Pack","None"
0004,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Kreegal Cloak","None","The Channelrat","Percussive","None","None","None","None","None","None","None","Scrapper","None"
0040,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Gutter Shirt","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","None","None"
0400,"Rust","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Platemail","None","Baghead","Junkyard-built","None","None","None","None","None","None","Industrial Regulator","Squirrel Pack","None"
0401,"Solid","Engineers Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","None","The Sink","None"
0402,"Cap Flag","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Smocker","None","The Channelrat","Percussive","None","None","None","None","None","None","Heavy Duty Regulator","Scrapper","None"
0403,"Solid","Dugall Freight","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Kreegal Cloak","None","Korkhead","None","None","None","None","None","None","None","Disc Regulator","Caddypack","None"
0404,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Gloamwight","Percussive","None","None","None","None","None","None","None","Scrapper","None"
0405,"Solid","Gael","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Grounder Pounder","None","Yawper","None","None","None","None","None","None","None","None","Squirrel Pack","None"
0406,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Gutter Shirt","None","Yawper","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0407,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Kreegal Cloak","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","None","None"
0408,"Solid","Longhaulers","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","None","The Sink","None"
0409,"Solid","Topography Society","None","Phase 1","None","None","None","Scablands","Specs","The Spunker","None","None","Smocker","None","None","None","None","None","None","None","None","None","Amplifier","Bobpack","None"
0041,"Solid","Combustible","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Kreegal Cloak","None","Yawper","None","None","None","None","None","None","None","Disc Regulator","Caddypack","None"
0410,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Reef Sweeper","None","None","Gutter Shirt","None","The Channelrat","Melee","None","None","None","None","None","None","None","The Sink","None"
0411,"Solid","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Yawper","Pistols","None","None","None","None","None","None","Amplifier","Squirrel Pack","None"
0412,"Cap Flag","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Amplifier","Scrapper","None"
0413,"Solid","Topography Society","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","None","Pistols","None","None","None","None","None","None","None","Bobpack","None"
0414,"Solid","Topography Society","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Grounder Pounder","None","Boxhead","None","None","None","None","None","None","None","None","Caddypack","None"
0415,"Solid","Dugall Freight","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
0416,"Rust","Free Fringe","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Platemail","None","Deathshead","Percussive","None","None","None","None","None","None","Amplifier","Bobpack","None"
0417,"Solid","Cathedral","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Disc Regulator","The Sink","None"
0418,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Astromask","Tribal","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0419,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Pitchfork Prongshell","None","Darksight","Tribal","None","None","None","None","None","None","None","None","None"
0042,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Smocker","None","Astromask","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0420,"Camouflage","Saddler Racing League","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Prongshell","None","Yawper","None","None","None","None","None","None","None","None","None","None"
0421,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Soaker","None","None","Smocker","None","Astromask","Tribal","None","None","None","None","None","None","Amplifier","Bobpack","None"
0422,"Solid","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Grounder Pounder","None","Yawper","Pistols","None","None","None","None","None","None","None","Bobpack","None"
0423,"Rust","Mercenary","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Platemail","None","Yawper","Pistols","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
0424,"Solid","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0425,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0426,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Kreegal Cloak","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Industrial Regulator","Caddypack","None"
0427,"Solid","Mercenary","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Vayon Worksuit","None","The Channelrat","None","None","None","None","None","None","None","None","Squirrel Pack","None"
0428,"Solid","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Vayon Worksuit","None","Deathshead","Percussive","None","None","None","None","None","None","None","The Sink","None"
0429,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","Reef Sweeper","None","None","Pitchfork Prongshell","None","Gloamwight","Percussive","None","None","None","None","None","None","None","Bobpack","None"
0043,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Smocker","None","Astromask","Tribal","None","None","None","None","None","None","None","Squirrel Pack","None"
0430,"Solid","No Damage","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Kreegal Cloak","None","None","None","None","None","None","None","None","None","Industrial Regulator","Squirrel Pack","None"
0431,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0432,"Solid","Cross of the Round Style","None","Phase 1","None","None","None","Scablands","None","Soaker","None","None","Kreegal Cloak","None","Darksight","Tribal","None","None","None","None","None","None","Encased Regulator","Scrapper","None"
0433,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Soaker","None","None","Vayon Worksuit","None","Baghead","Junkyard-built","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0434,"Solid","Freebooters Flag","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Vayon Worksuit","None","Backstab Squeezebox","None","None","None","None","None","None","None","Utility Vest","Bobpack","None"
0435,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Kreegal Cloak","None","Yawper","None","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0436,"Solid","Beshtala-Chanko","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0437,"Solid","The Path","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Pitchfork Prongshell","None","Boxhead","None","None","None","None","None","None","None","None","Bobpack","None"
0438,"Cap Flag","Gael","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Smocker","None","The Channelrat","None","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0439,"Cap Flag","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Smocker","None","The Channelrat","None","None","None","None","None","None","None","Amplifier","The Sink","None"
0044,"Solid","Void Drifter","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Encased Regulator","Scrapper","None"
0440,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Kreegal Cloak","None","Astromask","Tribal","None","None","None","None","None","None","Encased Regulator","Scrapper","None"
0441,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Gutter Shirt","None","Yawper","None","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0442,"Solid","League of Channel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","None","Pistols","None","None","None","None","None","None","None","Bobpack","None"
0443,"Grasslands","Mercenary","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Smocker","None","Deathshead","Percussive","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
0444,"Solid","Machinist Social Club","None","Phase 1","None","None","None","Scablands","Cageyes","Cream Steamer","None","None","Vayon Worksuit","None","None","Tribal","None","None","None","None","None","None","None","Bobpack","None"
0445,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","The Slipper","None","None","Smocker","None","The Channelrat","Melee","None","None","None","None","None","None","None","Caddypack","None"
0446,"Solid","Freebooters Flag","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Kreegal Cloak","None","Korkhead","None","None","None","None","None","None","None","None","Bobpack","None"
0447,"Solid","Mercenary","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Gutter Shirt","None","The Channelrat","Pistols","None","None","None","None","None","None","None","The Sink","None"
0448,"Solid","The Forsaken","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Kreegal Cloak","None","Astromask","Tribal","None","None","None","None","None","None","Disc Regulator","Bobpack","None"
0449,"Solid","The Transcendentalists","None","Phase 1","None","None","None","Scablands","Specs","Hull Breacher","None","None","Vayon Worksuit","None","Bincal Mouth Machine","Gastrotech","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0045,"Solid","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","Soup Gagers","Pistols","None","None","None","None","None","None","None","Scrapper","None"
0450,"Cap Flag","Grid Gang","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Smocker","None","The Channelrat","None","None","None","None","None","None","None","None","Bobpack","None"
0451,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Smocker","None","The Channelrat","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0452,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Astromask","Tribal","None","None","None","None","None","None","Industrial Regulator","Caddypack","None"
0453,"Solid","The Path","None","Phase 1","None","None","None","Scablands","Specs","Everdull Snippies","None","None","Vayon Worksuit","None","None","None","None","None","None","None","None","None","Utility Vest","The Sink","None"
0454,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","Caddypack","None"
0455,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0456,"Solid","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Kreegal Cloak","None","Yawper","None","None","None","None","None","None","None","None","Caddypack","None"
0457,"Solid","Deepsatch","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Smocker","None","Boxhead","None","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0458,"Cap Flag","Combustible","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Smocker","None","Yawper","None","None","None","None","None","None","None","None","The Sink","None"
0459,"Solid","Margul","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Grounder Pounder","None","Darksight","Tribal","None","None","None","None","None","None","None","Scrapper","None"
0046,"Cap Flag","Saddler Racing League","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","The Wozer","Pistols","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0460,"Solid","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Smocker","None","Yawper","None","None","None","None","None","None","None","Amplifier","Squirrel Pack","None"
0461,"Cap Flag","Subsurface Miners Guild","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0462,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Vayon Worksuit","None","Deathshead","Percussive","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0463,"Solid","Machinist Social Club","None","Phase 1","None","None","None","Scablands","Specs","The Shriek","None","None","Gutter Shirt","None","The Saav","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0464,"Solid","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Sock","Pistols","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
0465,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Kreegal Cloak","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0466,"Solid","Slash Patcher","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Vayon Worksuit","None","The Channelrat","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0467,"Rust","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Platemail","None","The Channelrat","None","None","None","None","None","None","None","None","The Sink","None"
0468,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Vayon Worksuit","None","Baghead","Pistols","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0469,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Pitchfork Prongshell","None","Darksight","Tribal","None","None","None","None","None","None","None","Squirrel Pack","None"
0047,"Solid","Saddler Racing League","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Pitchfork Prongshell","None","Soup Gagers","Pistols","None","None","None","None","None","None","None","Caddypack","None"
0470,"Solid","The Borsch Conservatory of Gastrotechs","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","None","Bobpack","None"
0471,"Solid","Void Drifter","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","Fane","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Disc Regulator","Plant Buddy","None"
0472,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Gloamwight","Percussive","None","None","None","None","None","None","None","The Sink","None"
0473,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Fursuit","None","The Clincher","Junkyard-built","None","None","None","None","None","None","None","None","None"
0474,"Cap Flag","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Smocker","None","Yawper","None","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0475,"Solid","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Gutter Shirt","None","Sock","Pistols","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0476,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Yawper","Pistols","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0477,"Solid","Freebooters Flag","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Gutter Shirt","None","Backstab Squeezebox","None","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0478,"Solid","Mercenary","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Kreegal Cloak","None","The Channelrat","Pistols","None","None","None","None","None","None","None","None","None"
0479,"Solid","Void Drifter","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Smocker","None","The Clincher","None","None","None","None","None","None","None","None","Bobpack","None"
0048,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Kreegal Cloak","None","Astromask","Tribal","None","None","None","None","None","None","Encased Regulator","The Sink","None"
